literature,label
بهشت زیر پای مادرم نیست مادرم بهشت است زیر پایش جهنمی است که من برایش ساخته ام,مادر
تمام مخاطب های خاص دنیا به پایت نمیرسند رو زت مبارک مادرم,مادر
مادر است چشم و چراغ زندگی مادر است سرچشمه آزادگی,مادر
کنار مادر که باشى فصل سردى به نام زمستان وجود نخواهد داشت,مادر
سایه لطف خدایی مادرمعنی عشق و وفایی مادرشعر من درخور تفسیرت نیست اوج مهری و صفایی مادر,مادر
این روزها خیلی دلتنگم کاش مادرم زنده بود کاشکی روز مادر بر تمامی مادران مبارک باد,مادر
تنها کسی که از حق خودش میگذرد فقط مادر است روزت مبارک تنها فرشته زندگیم,مادر
طلایی ترین روزها ارزانی نگاه مهربانت وهزار گل مریم پیشکش قلب باصفایت روزت مبارک,مادر
من بی تو می میرم، چشمهات رو نبینم دستاتو نگیرم، مادر تنهاترینم,مادر
مادر شاید تمام لحظه های مرا به چشمهایت پیوند زده اند که هر نگاهت عمری از من می گیرد,مادر
مادرموقتی بهشت زیر پای توست من چه دارم که فدای تو کنم,مادر
مادر شاید تمام لحظه‌های مرا به چشم‌هایت پیوند زده‌اند که هر نگاهت عمری از من می‌گیرد,مادر
مادر مانند نخ تسبیح است زیر دانه های تسبیح معلوم نمیشود ولی اگر نباشد تمام دانه ها پخش خواهند شد,مادر
به جان ثانیه های که در فراق چشمانت میگذرند دل کوچکم دلتنگ نگاه توست  مادر روزت مبارک,مادر
خوش به حال اونایی که روز مادر، مامانشون کنارشون بود. نه مثل من زیر پاشون توی قبر,مادر
سه چیز در دنیا بی نظیر است مادرعکس مادر سایه مادر روزت مبارک,مادر
کسانی که تمام عمرشان را خرج محبت به شما کردند را تنها نگذارید مهربان مادرم روزت مبارک,مادر
اینبار اعتراف نمیکنم افتخار میکنم به داشتن فرشته ای بنام مادر.,مادر
شناسنامه رو بیخیال محل تولد من آغوش گرم و پر محبت توست مادرم روزت مبارک,مادر
مادرم تو نبض خانه ی ما هستی، بدون تو و حضورت قلبی نمی تپد روزت مبارک عزیزتر از جانم,مادر
گفت با مادر یه جمله بسازگفتم من با مادرم جمله نمیسازم دنیامو میسازم مادرم روزت مبارک,مادر
جز رنج،چه بود سهمت از این همه عشق مظلوم ترین عاشق دنیا مادر,مادر
مادری دارم اسمانی و لطیف و به اندازه دل دریایی همه مادران، مادر روزت مبارک.,مادر
در پی گذشت سالها هنوز هم صدای قلب تو نوازشگر روح خسته من است مادرم روزت مبارک باد,مادر
برای مادر بودن باید مادرانه عشق ورزید حرفه ای خستگی ناپذیر مثل مادرم روز مادر مبارک,مادر
مادرم دوستت دارم زیرا تنها کسی هستی که غم را برایم بی معنا میکنی روزت مبارک,مادر
تنها کسی که میدونه اشتباه کردی اما باز طرفتو میگیره فقط یه نفره اون مادره,مادر
برای مادر بودن باید مادرانه عشق ورزید حرفه ای خستگی ناپذیر مثل مادرم روز مادر مبارک,مادر
مادرم دوستت دارم بخاطر تمام روزهایی که بی ادعا برایم از خودت گذشتی,مادر
تنها کسی که میدونه اشتباه کردی اما باز طرفتو میگیره فقط یه نفره اون مادره,مادر
هنوز هم در پی گذشت سالها تن خسته منگرمی نوازش تورا می خواهد.دوستت دارم مادر,مادر
بدهکار مهربونی قلب ی زنم که از بچگی صدام کرد پسرم,مادر
بهشت ها برای تو آفریده شده اندو درختان برای اینکه سایبان تو باشند سر از خاک بر می آورند روزت مبارک,مادر
بهشت اگر زیر پای مادران است،ما بهشت را هر روز در آغوش میکشیم ️.روز مادر مبارک,مادر
جایی که مادر نفس بکشدهیچ گلدانی خشک نمی شودروز مادر مبارک,مادر
به سلامتی مادران به جرم اینکه بهشت زیر پایشان است دنیا را برایشان جهنم کردند,مادر
خدایا طوری سرنوشتم را بنویس که مادرم از ته دل بخندد,مادر
مادر عزیزم قسم بر جامه پاکی که از مهرت به تن دارم فراموشت نخواهم کرد تا جان در بدن دارم,مادر
از تمام دلتنگی ها، از اشک ها و شکایت ها که بگذریم باید اعتراف کنم مادرم که میخندد خوشبختم,مادر
مادر من معجزه ای است که راه می رود.مادرم روزت مبارک,مادر
مادر خود لغت مادر بهترین اسم و صفتی که میشه به کار برد چون وقتی میگی مادر تمام مفهوم لغت رو گفتی,مادر
شب گهواره ای  ست مادر که تا صبح یاد تو رادر خواب های من تاب می دهد,مادر
پنجره را باز میکنم طلوع را میبینم و غروب را فراموش میکنم.از اینکه در قلبم هستی و عشق منی افتخار میکنم مادرم روزت مبارک,مادر
خوشبختی یعنی:صبح با دعای مادرت بری سر جلسه امتحان خدایا همه مادرا رو برا بچه هاشون نگه دار آمین,مادر
ای مادر عزیز که جانم فدای تو قربان مهربانی و لطف و صفای تو تولد مظهر خلقت مبارک باد,مادر
زیباترین گل دنیا تو هستی مـادر خوش بوترین گل دنیا تو هستی مـادر زیباترین روز سال روز توست مـادر عطرتمام گلها تقدیم به تو مـادر مادرم روزت مبارک,مادر
مادربوسه بر دستان خسته توو دیدار تو عشق رادر دلم به ارمغان می آورد,مادر
مادر تو غزل زیبای محبت و ایثاری دوستت دارم و نام تو را با چشمه ها و رودها زمزمه میکنم,مادر
زندگی شاید پر از چالش باشد، اما هیچ اهمیتی ندارند وقتی تو همیشه در کنار ما هستی. بابت همه چیز ممنون مادر، دوستت دارم,مادر
سلامتی همه مادرایی که دلشونو میشکنیم و فقط سکوت میکنن از سکوتشون ادم بغض میکنه,مادر
هر انسانی عطری خاص دارد گاهی برخی عجیب بوی خدا میدهند مثل مادر,مادر
خدا نمی توانست همه جا باشد پس مادر را آفرید. روز مادر مبارک,مادر
دومین نام زنان مادر بود چون فرشته پاک و بی مانند بود مادرم از عشق تو دیوانه ام از غم دوری و هجران تو ویرانه ام,مادر
مادرم به پاس آنچه به من داده ای، به ستایش محبتهای بی اندازه ات، و به وسعت همه خوبی هایت دوستت دارم,مادر
هر انسانی عطری خاص دارد گاهی برخی عجیب بوی خدا میدهند مثل مادر,مادر
خدا نمی توانست همه جا باشد پس مادر را آفرید. روز مادر مبارک,مادر
دومین نام زنان مادر بود چون فرشته پاک و بی مانند بود مادرم از عشق تو دیوانه ام از غم دوری و هجران تو ویرانه ام,مادر
مادرم به پاس آنچه به من داده ای، به ستایش محبتهای بی اندازه ات، و به وسعت همه خوبی هایت دوستت دارم,مادر
در آسمان پر از ستاره که وقتی از کنار ستاره ها رد میشدم خیلی اذیت و درد میکشیدم  دنبال ماه بودم نمیدانستم ماه  من کنارم هست همان کسی که من دنبالش بودم مادرم تو ماه منی از تو میخواهم این ستاره های بد رو هم از خودت دور کنی و هم از من,مادر
مادر نمی توانم تو را معنا کنم و یک تصویر از تو در ذهن بسازم. تو زیباترین تصاویر را در ذهن من پرورانده ای. زلال اشک، بخشندگی خورشید، سرسبزی بهار، دلنشینی نگاه تو هستی. روزت مبارک.,مادر
مادر ای پرواز نرم قاصدک، مادر ای معنای عشق شاپرک، ای تمام ناله هایت بی صدا، مادر ای زیباترین شعر خدا؛ روزت مبارک و الهی همیشه سالم و پاینده باشی.,مادر
در تمام سختی ها تو تنها کسی هستی که ابر های تاریک آسمان زندگی مرا کنار می زنی و نور را دوباره به من هدیه می کنی. مادرم، تکیه گاه روز های سخت زندگیم روزت مبارک.,مادر
مادرم پاییز شد تا مرا بهاری کند، خدایا، حال و هوای هیچ خانه‌ای را زمستانی نکن,مادر
مادر نه تکرار می‌ شود و نه تکراری,مادر
اگر چه دور از توام، اما یک لحظه فکر و قلبم خالی از خیال تو نیست روز گرامی داشت تو مبارک مادر.,مادر
ای بهتر از همه کلمات ای خواستنی تر از عشق دوست دارم خورشید را تقدیمت کنم و ستاره ها را بالای سرت بچینم و دستهای پینه بسته ات را در دستهایم بفشارم و در نگاه خسته و زیبایت گم شوم و بگویم دوستت دارم مادر. روزت مبارک.,مادر
من هیچ وقت نمی توانم آنچه که برای من انجام دادی را برایت جبران کنم. روی عشق تو نمی توان قیمت گذاشت. مادر دوستت دارم,مادر
مادر تو زیباترین دلخوشی من در زندگی هستی. اینقدر که تو به قلب من گرما و نور امید می بخشی، خورشید به آن اندازه به زمین نور و گرما نداده و هرگز نخواهد داد. اینقدر که تو گل های شادی را در وجود من شکوفا می کنی، بهار به آن اندازه نتوانسته  است در طبیعت گل برویاند. تو عجیب ترین و لطیف ترین موجود دنیا برای من هستی. تمام خوبی های دنیا تقدیم به تو باد و روزت مبارک.,مادر
برایت سلامتی، لذت و خوشی بی پایان آرزو می کنم مادر مهربانم روزت مبارک قشنگ ترین زندگی من.,مادر
صدای لالایی هایت توی گوشم طنین انداز است. فدای تو در همه آن لحظاتی که مرا در آغوش گرفته، برایم آرزوهای دور و دراز رنگی می چیدی و با شیره جانت مرا می پروراندی. دلم پر از حسرت و آرزو است که به آن زمان برگردم و در آغوش تو آرام بگیرم. می دانم که هیچ چیز هرگز ارزش خوابیدن در آغوش گرم مادر را نخواهد داشت. روزت مبارک پناهگاه خستگی های من.,مادر
رفتارت و کلماتت همه پر از عشق است، تو بهشتی ترین موجود خدا روی زمینی. روزت مبارک مادر، دوستت دارم,مادر
لحظه ی تولد یک کودک، مادر نیز متولد می شود، آن چه قبلا وجود داشت یک زن بود نه مادر، مادر با تولد کودک خویش متولد می شود. روزت مبارک مادر.,مادر
هرگز صدای مهربانت را که هر شب برایم لالائی می خواند فراموش نمی کنم، همان صدای قشنگی که حالا نیز به تمام دلتنگی هایم پاسخ می دهد و آغوش گرم و مهربانش را پناهگاه تمام دلتنگی هایم کرده است. مامان خوشگلم روزت مبارک.,مادر
مادرم، خواستم خوش بوترین گل دنیا را برایت هدیه بیاورم، اما دیدم تو خوشبوترین گل دنیا هستی. روزت مبارک مادر بهتر از گلم.,مادر
مادر خوبم، نام تو زیباترین واژه بر روی لبان من است روزت مبارک.,مادر
از مادری پرسیدند: کدام فرزندت را بیشتر دوست داری؟ مادر گفت بیمار آنها را تا وقتی که خوب شود، غایب را تا وقتی که بازگردد کوچک ترین را تا وقتی که بزرگ شود، و همه آنها را تا وقتی که بمیرم,مادر
مادر جان یک سال در میدان زندگی می دویم، می رویم و می آییم و در طول حوادث روزگار هرجا کم آوردیم به آغوش تو پناه می آوریم. تا بالاخره فقط یک روز و آن هم در روز مادر یادمان بیاید باید به زبان بیاوریم که آن آغوش پرمهر بی چشمداشت را چقدر دوست داریم. روز مادر برای اعتراف به دوست داشتن تو چه بهانه خوبی است. تو را، نگاهت را، صدایت را و دست های مهربانت را بی نهایت دوست دارم.پ,مادر
مادر عزیزم کاش می توانستم محبت هایت را جبران کنم، کاش می توانستم ذره ای از آن آسودگی و آسایشی که از خود گرفتی تا من آسوده و در آسایش باشم را به تو برگردانم. کاش می توانستم جگرگوشه خوبی برای تو باشم اما افسوس که من هرچه کنم حتی به اندازه قطره ای از دریای بی کران لطف تو نیست. تنها می توانم سر از شرم بر آستان تو پایین انداخته و بگویم: دوستت دارم مادر,مادر
مادرم نحیف بودم، جوانه ای که به کوچک ترین بهانه ای زندگی ات دستخوش ناملایمات می شد و تو باغبانی مهربان، قدرتمند و دلسوز بودی، از وجودت دور من حصار کشیدی و از من مراقبت کردی تا رشد کنم و ببالم. اکنون که من یعنی آن جوانه کوچک تو تبدیل به درخت شده، تمام شاخه هایم را زیر پای تو می گسترانم.,مادر
دیدن چهره ی تو هنگام بیداری آغاز خوشبختی من است روزت مبارک مادر عزیزم.,مادر
و چه تأثیر دلنشینی دارد غصه نخور، درست می‌شود گفتن‌های مادر اثرش را هزار قرص آرام‌بخش قوی ندارد.,مادر
مادر تو را تا زمین و زمان به پا است دوست دارم و زمین و زمان را بر هم می زنم تا بتوانم رضایت خاطر تو را به دست بیارورم.,مادر
مادر عزیزتر از جانم وقتی تو با من هستی در آسمان آبی دلم، جایی برای ابرها نیست و خورشید بر من می تابد. مادرم دعایم کن که با دعایت، دیگر دلم خانه دردها نیست. تنها دعای تو است که می تواند در زندگی من معجزه کند. روزت مبارک.,مادر
معنای واژه مادر زندگی، عشق و مهر است. مادر از فرشته ها بالاتر است، هم او که با اشک هایت اشک می ریزد و با خنده های تو می خندد. مادر یعنی فرشته ای که همواره مواظب توست و تحمل رنج تو برای او سخت تر از تحمل رنج خودش است. مادر یگانه کسی است که موهایش برای بزرگ کردن تو سفید می شود و همواره درد و بلایت را به جان می خرد. مادر است که هرچقدر هم بد باشی، تو را می بخشد و به روی تو لبخند می زند. مادر یعنی کسی که وقتی مریض هستی، تا صبح بالای سرت می نشیند، بی خواب است و خنکای دستش تب تو را کاهش می دهد. مادر است که به تو زندگی می آموزد و راه و رسم لذت بردن از زندگی را با مهر و محبتش به تو ارزانی می کند. مادر جز عشق و مهر و زندگی چه می تواند باشد؟,مادر
از تو ممنونم مادرم، برای مراقبت از من، برای بودن کنارم، امیدوارم روزی بتونم تمام این ها رو جبران کنم، با آغوشی از عشق روزت مبارک بهترینم.,مادر
وقتی که ۴ سیب داشتیم و ما ۵ نفر بودیم؛ مادرم گفت: من سیب دوست ندارم. روزت مبارک اسطوره ایثار و گذشت، مادر من.,مادر
مادر نشانه ای ز بانوی بی نشانه هاست. دوستت دارم، دستت را می بوسم و سر بر آستان پر از مهر تو می سایم. تبریک کوچک مرا به مناسبت روز مادر پذیرا باش.,مادر
روز مادر است و من اسمت را زمزمه می کنم و هر حرف را به نشانه ای می گیرم: «م» محبت و مهر مادر است، «ا» امید و انگیزه ای است که مادر می بخشد، «د» دلیل زنده بودن من است، «ر» یعنی مادر راهنمای زندگی است. مادر! مهر و محبتت تا امتداد بیکران ها امیدم می بخشد و بودنت دلیل بودن من و سخنان تو در زندگی راهگشای من است. روزت مبارک ای مهربانم مادر.,مادر
مادر جان، مانند تو و عشق ات در جهان همتایی نیست تپش قلب توست که به ما امید زندگی می دهد روزت مبارک,مادر
آرامش جانی این بهترین تعبیر از تمامیِ توست روزت مبارک مادرم,مادر
مادرم، ای عزیزترینم تو لطیف ترین گل در گلزار آفریده های خداوند هستی، تو شگفت ترین موجودی هستی که خدا خلق کرد. عظمت و لطف تو با هیچ مخلوقی برابری نمی کند. تو را دوست دارم و ستایش می کنم. از خدای مهربان می خواهم سال های سال شاد و خوش و خرم باشی. روزت مبارک بهترین مادر دنیا.,مادر
مادر تجلی لبخند خداست، همانقدر ناب، همانقدر مهربان,مادر
مادر جان مادر خوبم عمریست که تو شادی هایت را به من بخشیده ای و غم هایت را در دل برای خودت نگه داشته ای. تا نفس دارم یاد مهربانی های تو یک لحظه از برابر چشمانم دور نمی شود. غرور و سرمستی جوانی مرا ببخش و بدان تا همیشه در لحظات غم و شادی به جان خدمت تو خواهم کرد. امروز که روز تو است قول خواهم داد قلب مهربان تو را نلرزانم و در آسمان آرزوهایت پرنده ای قدرشناس باشم. روزت مبارک.,مادر
مادرم، تو نبض خانه ی ما هستی، بدون تو و حضورت قلبی نمی تپد. روزت مبارک عزیزتر از جانم.,مادر
مادر همواره سرشار از عشق و امید به آینده است. صدا زدن مادر نغمه ای است که از ژرفای جان برمی آید. تو را با مهر خطاب می کنم و روزت را تبریک می گویم که جز این در برابر محبت های بی کران تو از من ساخته نیست. روزت مبارک ای بهترین و برترین… روزت مبارک مادر.,مادر
این سال ها هر بار در بیستم جمادی الثانی با روز مادر، کادوها و تبریکات آن روبرو هستیم. فرصتی که دوباره به یاد ایام گذشته و کودکی هایمان در آغوش مادر باشیم. بدین ترتیب به یاد می آوریم که هیچ آسمانی به اندازه وسعت عشق مادر نیست. همچنین که هیچ واژه ای نمی تواند مهر و محبت مادر را بازتاب دهد. ناب ترین تصویری که در این روزگار می توان جست وجو کرد، لبخند مادر و دستان پرمهر و محبت اوست. مادری که زیباترین مهربانی ها را فدای فرزندان خود کرده است.,مادر
روز زن یکی از مناسبت های مرسوم و دوست داشتنی در کشور ماست. در این روز به خصوص از مادران تجلیل و تشکر ویژه ای می شود. راه های مختلفی برای تبریک گفتن به مادران در این روز وجود دارد. می توان به روش های مختلفی از آنان تقدیر و تشکر کرد که ارسال متن تبریک روز مادر می تواند کوچک ترین گام باشد. بدین ترتیب می توان با گفتن چند جمله کوتاه و ساده، ارزشمندی مهر مادران و زنان را به آنان نشان دهید. در این مطلب با مجموعه ای از پیامک ها برای تبریک گفتن روز مادر همراه خواهیم بود.,مادر
تا دیده ام به روی جهان باز شد، ز شوق لبخند مهربان تو جا در تنم دمید فریاد حاجتم چو برون آمد از گلو دست نوازش تو به فریاد من رسید روز مادر مبارک,مادر
مادر، تک واژه ایست زیبا، قلب بزرگ خدا در سینه  مادران می تپد. مادر، دستی بر گهواره دارد و دستی در دست خدا. آن گاه که مادر، گهواره را تکان می دهد. روزت مبارک مادر,مادر
خدایا هر که هستم هرچه هستم به یک لحظه فدای مادرم کن روزت مبارک,مادر
خدا از خاک عشق تو رو سرشته فرستاده از آسمون فرشته تا در آغوش امن خود بگیرم که این یک ذره جا مثل بهشته روز مادر گرامی باد,مادر
آبی‌ترین، دریایی‌ترین و آسمانی‌ترین تقدسِ زندگی‌مان دستان‌تان را بوسه می‌زنیم.,مادر
مادر به جان عزیزت سوگند که هیج گاه یاد شکوه‌مند تو از دلم نمیرود و تا زمانی که نفس میکشم حتی لحظه‌ای شکل زیبای تو از مقابل دیدگانم دور نمیشود,مادر
عشق مادر هدیه بزرگ خدا به انسان است، پس قدر این هدیه بزرگوار را بدانیم. روز مادر گرامی باد,مادر
در تمام زندگي ام مادرم تنها دليل بودنم بود روزت مبارك فرشته خلقت,مادر
مادرم هستی من ز هستی توست تا هستم و هستی دارمت دوست روزت مبارک,مادر
مادر کسی است که حرف های ناگفته تو را می داند. روز مادر مبارک,مادر
تو صمیمی تر از آنی که دلم می پنداشت دل تو با همه آینه ها نسبت داشت تو همان ساده دل سبز که خدا در بین دل پاکت صدف آینه کاشت روزت مبارک,مادر
امروز روز تو است مادرم و چه زیباست که وقتی از تو حرف می‌زنم احساس می‌کنم به خدا نزدیکترم  و در مقدس‌ترین نقطه لحظات زندگی قرار گرفته‌ام.  وقتی نام مقدست را بر زبان می‌آورم بغض گلویم را می‌فشارد شاید این نشان عشق خالص و پاک است.,مادر
تو برکت زندگی خیلی‌ها هستی، ولی من بابت کار بزرگی که انجام دادی و مادر من شدی واقعا قدردانم,مادر
کنار مادر که باشى فصل سردى به نام زمستان وجود نخواهد داشت,مادر
روز زن و مادر فرصتی ارزشمند برای قدردانی از مادران و زنان می باشد. در ادامه این مقاله می توانید از متن تبریک روز زن استفاده کنید تا این روز خجسته را تبریک بگویید. بدون شک ارسال یک متن تبریک روز زن، به عنوان کوچک ترین راه قدردانی می تواند خوشحالی را به مادران و زنان هدیه دهد..,مادر
قلب مادر مجموعه ای پیچیده از عشق و احساس است. روزت مبارک,مادر
همیشه حق با مادرهاست. هیچکس دیگر به جز آن ها صادق نیست. روز مادر مبارک,مادر
اگر برای داشتنت تمام ثانیه های زندگی ام را شکر کنم، باز هم کم است. روزت مبارک,مادر
خوش آهنگ ترین نغمه های هستی نثار قلب خسته و صبورت. روزت مبارک,مادر
آهای مامانایی که دلخوشیتون تو دل خوشی ما خلاصه می شه. روزتون مبارک,مادر
هر وقت مادرم می خندد، پدرم زیر لب دعای تحویل سال می خواند. خانه ما هر روز سه چهار مرتبه، از تهِ دل عید است. روز مادر مبارک,مادر
مادرم تو نبض خانه ما هستی، بدون تو و حضورت قلبی نمی تپد. روزت مبارک,مادر
خدا انداخت زیر پای مادر بهشتی کز همه چیز است برتر اگر خواهی شوی مهمان جنت نداری بهتر از مادر تو نعمت بود شرط بهشت این حرف آخر که باشی خاک زیر پای مادر روز مادر گرامی باد,مادر
خورشید را کنار می  زنم من با گرمای وجودت زنده خواهم شد و با ناز نگاهت زندگی خواهم کرد روز مادر مبارک,مادر
دل نبستم به جهانی که همه وسوسه است از همه ارث جهان یک تو برایم کافیست روز مادر مبارک,مادر
کاشکی می شد بهت بگم چقدر صداتو دوست دارم لالایی هاتو دوست دارم بغض صدات و دوست دارم روزت مبارک,مادر
آسمانی پر از ستاره، دشتی پر از گل، تقدیم به آنی که بهشت زیر پایش جا دارد به مادرم که مهرش تا ابد در دلم جای دارد.,مادر
آسودگی از من ندارد مادر آسایش جان و تن ندارد مادر دارد غم و اندوه جگر گوشه خویش ورنه غم خویشتن ندارد مادر روز مادر مبارک,مادر
مادر، کلمه ایست به وسعت هستی، چگونه با کلمات توصیفت کنم؟,مادر
٩ ماه در شکمش ٢ سـال در دامنـش ویک عمر در زندگی‌اش چیز دیگری ندارد برای اثبات محبتش ؛بهشت کـه هیچ همه ی‌ ي انچه کـه هست را باید زیر قدمهایش بدانی.,مادر
عاطفه مادری از کرامت های خداوند است که نمی توان آن را با هیچ قیمت مادی سنجید. روز مادر مبارک,مادر
مادر بوسه بر دستان خسته تو جانم را زنده می کند و دیدار تو عشق را در دلم به ارمغان می آورد.,مادر
مادرم به پاس آنچه به من داده ای، به ستایش محبت های بی اندازه ات و به وسعت همه خوبی هایت دوستت دارم و با صدای بلند می گویم: روزت مبارک,مادر
در آسمان پر از ستاره که وقتی از کنار ستاره ها رد میشدم خیلی اذیت و درد میکشیدم  دنبال ماه بودم نمیدانستم ماه  من کنارم هست همان کسی که من دنبالش بودم مادرم تو ماه منی از تو میخواهم این ستاره های بد رو هم از خودت دور کنی و هم از من,مادر
مادر، من شکوه عشق را در زمزمه های مادرانه ات می یابم  و انگیزه خلقت را از قلب پرمهرت می خوانم.,مادر
طلایی ترین روز ها ارزانی نگاه مهربانت و هزار گل مریم پیشکش قلب باصفایت روزت مبارک,مادر
مادرم خدا تو را از خاک آفرید تا بعد از باران تَنت مُهری باشد برای سجده لب هایم  روزت مبارک,مادر
در پی گذشت سال ها هنوز هم صدای قلب تو نوازشگر روح خسته من است مادرم روزت مبارک باد,مادر
گل های بهشت سایبانت مادر یک دسته ستاره ارمغانت مادر غیر تو کسی چشم به راهم نشود قربان نگاه مهربانت مادر روزت مبارک مادر,مادر
مادر مهربانم، آهنگ صدایت زیباترین ترانه زندگی ام نفس هایت، تنها بهانه نفس کشیدنم و وجودت تنها دلیل زنده بودنم شد روزت مبارک,مادر
وقتی خیس باران به خانه رسیدم برادرم گفت:چرا چتری باخود نبردی؟ خواهرم گفت :چرا تا بند امدن باران صبر نکردی؟ پدرم با عصبانیت گفت:تنها وقتی سرما حوردی خوهی فهمید اما مادرم در حالی که موهای مرا خشک میکرد گفت: امان از باران بی موقع,مادر
مادرم، در گرامیداشت روزت زیباترین ستاره سپاس را به پاس پاسداری بی کرانت از ما بر آسمان پرمهرت می آویزیم روزت مبارک باد,مادر
در پی گذشت سال‌ها هنوز هم صدای قلب تو نوازشگر روح خسته من است مادرم روزت مبارک باد,مادر
مادران باغبان هستی من گاهِ روییدنم باران مهربانی بودی که به آرامی سیرابم کند و گاهِ پروریدنم آغوشی گرم که بالنده ام سازد. روزت مبارک,مادر
مادر اولین، زیباترین، واقعی ترین و پابرجاترین عشقی است که انسان ها تجربه می کنند مادر عزیزم روزت مبارک,مادر
مادرم،  ای تنها دلیل بودنم تو تنها ستاره ای هستی که در روز و شب می درخشی  ای ستاره  زندگیم، تو را با تمام وجود دوست دارم روز مادر بر تمام مادران از خود گذشته مبارک باد,مادر
مادرم خواستم برایت شعری زیبا بنویسم دیدم هیچ شعر و ترانه ای نمی تواند در ستایش دنیای پرمهرت بازگوکننده عشق من به تو باشد؛ پس فقط به آنچه از دلم برمی آید اکتفا می کنم: از اینکه تو مادر منی، به خود می بالم,مادر
مادر تو غزل زیبای محبت و ایثاری دوستت دارم و نام تو را با چشمه ها و رود ها زمزمه می کنم.,مادر
مادرم یک لبخند ابدی در قلبم است صدای او آرام بخش روح و جانم است و آغوش او نردبانی تا ستاره هاست روزت مبارک مادرم,مادر
مادر عزیزم حاضرم تموم دنیامو با حصار آغوشت عوض کنم آخه آغوشت خودش یه دنیا آرامشه دوستدار مهربونیاتم روز مادر و زن بر تو فرخنده باد,مادر
دراین روزگار پست بـه چه کسی میشود اعتماد کرد؟ حرف دل را بـه کـه می‌توان گفت؟ بند دلت بـه کـه بند اسـت؟ مادر تک گل باغ زندگانی,مادر
در روزگاری که حس و حالات عمیق دل های ما را نمایان می سازد، صدای پر از عشق و ارادت دختران به مادران خود را می شنویم. متن روز مادر از زبان دختر، نقشی مهم و حساس در جشنواره زندگی مادر دارد. ارسال این متن های تبریک می توانید خوشحالی را به مادران هدیه دهد.,مادر
چشام باز بود، تو بودی چشامو بستم، صدات بود  روزا قربون صدقه ها شبا لالایی هات بود. دنیام کوچیک بود قده دستات انگار عشق به من دستات پس داد. حالا بزرگ شدم چقد کوچیکه دستات مامان قربونه دستات. روز مامانا مبارک,مادر
اون عزیزی که تو دنیا یار من بود یاورم بود نازنینم نازنینم اون فرشته مادرم بود. روزت مبارک ای مظهر عشق,مادر
خنده هات رو نگیر از من ای بهونهٔ من واسه موندن تا بپیچه عطر گل ها توی خونه مادر من,مادر
مادری به دخترش می گفت هر زمان خواستی قلبت بیرون از بدنت بتپد بچه دار شو سلامتی اولین عشق زندگی مادر روزت مبارک,مادر
مادر نمی توانم تو را معنا کنم و یک تصویر از تو در ذهن بسازم. تو زیباترین تصاویر را در ذهن من پرورانده ای,مادر
زلال اشک، بخشندگی خورشید، سرسبزی بهار، دلنشینی نگاه تو هستی روزت مبارک.,مادر
ای بهتر از همه کلمات ای خواستنی تر از عشق دوست دارم خورشید را تقدیمت کنم و ستاره ها را بالای سرت بچینم و دستهای پینه بسته ات را در دستهایم بفشارم و در نگاه خسته و زیبایت گم شوم و بگویم دوستت دارم مادر. روزت مبارک,مادر
لحظه ی تولد یک کودک، مادر نیز متولد می شود، آن چه قبلا وجود داشت یک زن بود نه مادر، مادر با تولد کودک خویش متولد می شود. روزت مبارک مادر,مادر
هرگز صدای مهربانت را که هر شب برایم لالائی می خواند فراموش نمی کنم، همان صدای قشنگی که حالا نیز به تمام دلتنگی هایم پاسخ می دهد و آغوش گرم و مهربانش را پناهگاه تمام دلتنگی هایم کرده است. مامان قشنگم روزت مبارک,مادر
روز مادر را به تو که بی شک یکی از بهترین مادران دنیا و قشنگ ترین فرشتگان خدایی تبریک می گویم,مادر
غماتونو به مادرتون نگید اونا در حالت عادی هم غصه تونو میخورن ، اگه بفهمن غم هم دارید پیر میشن,مادر
مادر، تو مانند چسبی هستی که همه ما را به هم پیوند داده‌ای.,مادر
مادر نام تو مرا همیشه مست میکند بهتر از شراب و بهتر از هرچه شعر ناب,مادر
مادر، مادر نمی دانم معنای این واژه را در کجا جستجو کنم؟ در زلال اشک؟ بخشندگی خورشید؟ سرسبزی بهار؟ دلنشینی نگاه لیلی؟ روزت مبارک,مادر
ای بهتر از همه کلمات ای خواستنی تر از عشق دوست دارم خورشید را تقدیمت کنم و ستاره ها را بالای سرت بچینم و دستهای پینه بسته ات را در دستهایم بفشارم و در نگاه خسته و زیبایت گم شوم و بگویم دوستت دارم مادر. روزت مبارک,مادر
مادر وقتی از تو حرف می زنم احساس می کنم به خدا نزدیکترم و در مقدس ترین نقطه لحظات زندگی قرار گرفته ام. وقتی نام مقدست را بر زبان می آورم بغض گلویم را می فشارد شاید این نشان عشق خالص و پاک است. روزت مبارک,مادر
مادر تو تمام شادی هایت را به من بخشیدی و غمهایت را در خود فرو ریخته ای، تا نفس دارم و بعد از مرگ نیز روحم فراموشت نخواهد کرد. ای خدای بزرگ! به من توانائی بده هرگز از پله های غرور بالا نروم و لحظات شادم را در کنارش باشم. کمک کن قلب رئوف و قشنگ این فرشته زمینی ات را هرگز نلرزانم و آسمان آرزوهایش را خراب نکنم. روزت مبارک,مادر
مادرم می گفت وقت تنهایی خدا را یاد کن و من هر شب به یاد مادرم بودم,مادر
چگونه روز مادر را به تو تبریک بگویم که یکسره ایثاری و هیچ نمی‌خواهی؟,مادر
